enrollmentid,personid,calendarid,grade,startdate,enddate,schoolid,calendar_startdate,calendar_enddate,endyear,zip,schoolname,startyear,label,active,final_enddate
128685,36234,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128696,36244,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128692,36249,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
133905,36259,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
133906,36272,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
133861,37321,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
133908,37429,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
131506,37529,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
131460,37880,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
129057,38174,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128817,38269,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
140888,38564,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128971,38599,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128878,38737,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
129041,38746,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128645,38880,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128607,39177,416,10,2020-09-02,2020-09-04,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2020-09-04
128730,40025,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128735,40750,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
131447,40974,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
131449,40995,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
140839,41577,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
140841,41580,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
140844,41586,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
140847,41595,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
140848,41596,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
140849,41612,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
140852,41657,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
140862,41721,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
140863,41738,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
140867,41763,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
140868,41798,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
140869,41800,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
140872,41819,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
140882,41846,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
140886,41863,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
140843,41876,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128764,41899,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128731,41930,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128891,41934,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
131538,42344,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
131451,42505,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
131453,42518,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
131456,42631,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
131462,42683,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
131465,42704,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
133833,43101,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
131477,43202,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
131483,43228,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
133836,43446,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128569,43660,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128958,43669,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
131467,43707,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128688,43762,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
129035,43784,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
133838,43910,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
133843,44004,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
133844,44027,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
133851,44091,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
133852,44106,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
144457,44117,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
133855,44172,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
133863,44199,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
133865,44309,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
133867,44427,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
133874,44440,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
131497,44452,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
133873,44461,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
131500,44482,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
131502,44542,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
131516,44623,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
131511,44690,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
131509,44713,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
133882,44720,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
129024,44721,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
131508,44753,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
133895,44781,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
133899,44903,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
133898,44913,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
133903,44937,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
140846,45009,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128792,45016,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128907,45022,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
133907,45034,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
133913,45080,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128683,45223,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
131470,45542,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
131489,45566,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
131517,45574,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
131519,45624,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
131530,45628,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
131532,45630,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
131533,45631,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
131464,45641,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
131482,45643,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
131471,45644,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
131536,45647,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
131504,45648,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128725,45651,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128629,45652,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
133835,46071,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
140885,46315,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128560,46803,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128801,46809,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
133897,46857,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
133854,46886,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128970,47109,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
140864,47136,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128978,47938,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128639,47941,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128613,48107,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128770,48525,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
133870,48542,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128670,48670,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
133876,48682,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
133911,49123,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
129061,49129,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128671,49196,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128738,49863,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128915,50932,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128529,51207,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128943,51531,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128977,52258,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128840,52666,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
129012,52783,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
133857,52795,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128651,52881,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
129009,52912,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128855,52936,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128859,52989,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128605,53392,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128699,53487,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
133892,53608,416,09,2020-09-01,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128691,53663,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
131499,53711,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
129056,53779,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
131534,53828,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
133841,54052,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128589,54633,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
133849,54921,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
133846,55045,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128700,55073,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128637,55101,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128647,55124,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128883,55147,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128661,55156,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128716,55216,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128727,55221,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
133864,55230,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128796,55274,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128999,55349,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128553,55423,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128950,55435,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
140877,55779,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
140859,55876,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128989,56035,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128567,56633,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
129014,56941,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128986,57136,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
131510,57822,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128606,58159,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128577,58852,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128983,58859,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128867,59027,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
133872,59117,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128992,59118,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128720,59224,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
129040,59996,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128572,60064,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
140851,60065,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128694,60296,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128608,60392,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
140865,60430,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128916,60439,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128933,60510,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
133904,60551,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128993,60573,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
140876,60576,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
129010,60592,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
131448,60644,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128938,60732,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128549,61268,416,10,2020-09-02,2020-09-17,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2020-09-17
128828,61372,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128996,61418,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
141692,61426,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
129042,61637,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
129049,61651,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128906,61967,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
129064,61972,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
129027,62002,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
129050,62026,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
129019,62085,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128543,62112,416,10,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128953,62474,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128793,62531,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128787,62544,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128957,62634,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128944,62636,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
129028,63316,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
129002,63419,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128982,63434,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
129038,63454,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128805,63464,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128919,63470,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128960,63475,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128918,63477,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128966,63479,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128952,63480,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128967,63482,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128941,63493,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128746,63526,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
129033,64118,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128976,66007,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128947,66150,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128965,66154,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
129017,66178,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
129073,66203,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128879,66207,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128890,66210,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128896,66212,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128987,66458,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128934,66513,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128658,66518,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
129063,66540,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128959,66670,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
129021,66912,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
129015,66917,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128939,66961,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
128995,66962,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,2020,20-21,1,2021-06-25
